,Open,High,Low,Close,year,month,day,hour,Volume
0,0.005259682826654011,0.004813167184304579,0.002671402465913797,0.0004149975058358457,0.0,0.9090909090909091,0.3333333333333333,1.0,7037300
1,0.0004174573876900567,0.0031534412625819908,0.0005844170567239626,0.0034857510979957596,0.0,0.9090909090909091,0.3666666666666667,1.0,6448600
2,0.0068459444658106605,0.008381698213530964,0.01268890695412983,0.00805047038327289,0.0,0.9090909090909091,0.4,1.0,8776000
3,0.011771610426269064,0.01435681283490986,0.014608897864330173,0.012864162844160143,0.0,0.9090909090909091,0.43333333333333335,1.0,5220500
4,0.00876609558105379,0.010041424135253774,0.015443742979798447,0.009959433582226174,0.0,0.9090909090909091,0.4666666666666667,1.0,10106700
5,0.012189067813958898,0.013609955164480159,0.01819857900546684,0.013362109195379723,0.0,0.9090909090909091,0.5666666666666667,1.0,5717900
6,0.009601010356433681,0.014605765391719538,0.016779444212755346,0.013943131031441514,0.0,0.9090909090909091,0.6,1.0,4824400
7,0.012940414677735435,0.014854717948529439,0.016529016154011034,0.014524026228044828,0.0,0.9090909090909091,0.6333333333333333,1.0,6892100
8,0.011771610426269064,0.011203244943356783,0.013774180128342417,0.008216494713499056,0.0,0.9090909090909091,0.6666666666666666,1.0,4197200
9,0.011604601993171038,0.01037344529698081,0.012855901453119545,0.006058684978394568,0.0,0.9090909090909091,0.7,1.0,3620300
10,0.0028386338022265978,0.003402393819391669,0.007262795842027936,0.0005810218360617903,0.0,0.9090909090909091,0.8,1.0,6415800
11,0.0,0.004896235789221937,0.003840109199880981,0.006058684978394568,0.0,0.9090909090909091,0.8333333333333334,1.0,4724400
12,0.0004174573876900567,0.0,0.0059270946090710375,0.0,0.0,0.9090909090909091,0.8666666666666667,1.0,4111000
13,0.0010019232084779173,0.007634840543101484,0.008014080018261094,0.007054577680833729,0.0,0.9090909090909091,0.9333333333333333,1.0,4516400
14,0.0028386338022265978,0.007302819381374226,0.009850637368706838,0.006473555844771939,0.0,0.9999999999999999,0.03333333333333333,1.0,8274700
15,0.01719817429591175,0.019585069785858833,0.02379168461655845,0.017428882129437273,0.0,0.9999999999999999,0.06666666666666668,1.0,8481700
16,0.018200097504389445,0.01626549131344235,0.020619426033155808,0.0158519675909361,0.0,0.9999999999999999,0.1,1.0,6322300
17,0.015194582659174172,0.01858913292964859,0.022288988884611838,0.016515938272381847,0.0,0.9999999999999999,0.13333333333333333,1.0,5671500
18,0.006511927599614831,0.005145188346031837,0.010685355104694372,0.00506266563649671,0.0,0.9999999999999999,0.16666666666666669,1.0,8714500
19,0.0068459444658106605,0.004979177765168208,0.01110277766242862,0.004730743615503297,0.0,0.9999999999999999,0.26666666666666666,1.0,2711600
20,0.01060280617480247,0.009294566464824294,0.013523752069598105,0.007967521537889155,0.0,0.9999999999999999,0.3,1.0,3240800
21,0.010185348787112414,0.017344370145599086,0.01669588327352023,0.0158519675909361,0.0,0.9999999999999999,0.3333333333333333,1.0,6097500
22,0.0233762124194401,0.021908711402065073,0.01469245880356529,0.01178519465687855,0.0,0.9999999999999999,0.3666666666666667,1.0,8815100
23,0.012856974156241208,0.016597512475169607,0.015527176539553045,0.016930935778217693,0.0,0.9999999999999999,0.4,1.0,6964300
24,0.018533986980476147,0.018091227816028788,0.022372549823846954,0.016847860293375483,0.0,0.9999999999999999,0.5,1.0,4646100
25,0.017031293252923074,0.017344370145599086,0.02278997238158098,0.01659888711776558,0.0,0.9999999999999999,0.5333333333333333,1.0,4287500
26,0.015695480568358677,0.01692940700792578,0.022455983383601552,0.016681962602608014,0.0,0.9999999999999999,0.5666666666666667,1.0,3607600
27,0.01719817429591175,0.019419059204995426,0.022956839501090176,0.019669767349384193,0.0,0.9999999999999999,0.6,1.0,4975000
28,0.01995324018653477,0.019170106648185525,0.023875118176313048,0.020831684382049298,0.0,0.9999999999999999,0.6333333333333333,1.0,4463900
29,0.021289052871099168,0.02282157965335818,0.028466511552427187,0.024400384325428792,0.0,0.9999999999999999,0.7333333333333333,1.0,5180900
30,0.028886344200686365,0.034190835177578593,0.03597960807371914,0.03535571061009435,0.0,0.9999999999999999,0.7666666666666667,1.0,5303700
31,0.04241109730910053,0.04365141222326652,0.04833465340935006,0.044568098026032565,0.0,0.9999999999999999,0.8333333333333334,1.0,8342500
32,0.04408079946975141,0.04580904325860913,0.05050507237829471,0.04415310052019672,0.0,0.9999999999999999,0.8666666666666667,1.0,5119900
33,0.0465854164057824,0.046390016977146065,0.0529260467854642,0.04664295891575332,0.0,0.9999999999999999,0.9666666666666667,1.0,4810600
34,0.0528468950508052,0.05302904729300817,0.05576431637088719,0.04888371749624154,0.0,0.9999999999999999,0.9999999999999999,1.0,5313500
35,0.0574386715351769,0.058091293663093735,0.06077300492525506,0.05759815856096018,0.19999999999998863,0.0,0.03333333333333333,1.0,7733800
36,0.0732175926250298,0.07560167438955645,0.07746888819877529,0.0734501261518965,0.19999999999998863,0.0,0.06666666666666668,1.0,12272800
37,0.09567544974759556,0.09352689162472183,0.09040822321164943,0.0861482646658307,0.19999999999998863,0.0,0.16666666666666669,1.0,14403300
38,0.0884121752842042,0.09070534489489601,0.09441519953103983,0.09096195712671773,0.19999999999998863,0.0,0.2,1.0,7978500
39,0.09609290713528562,0.09460577045687857,0.08364641086659064,0.08174956971077951,0.19999999999998863,0.0,0.23333333333333334,1.0,22248500
40,0.0758892179941586,0.07634853205998615,0.07780287719675472,0.07486101636017173,0.19999999999998863,0.0,0.26666666666666666,1.0,10292300
41,0.07714146276711964,0.08116182587326182,0.08389683892533495,0.08216456721661536,0.19999999999998863,0.0,0.3,1.0,6183300
42,0.07822682649709178,0.07609957950317625,0.08064114678217771,0.07311820413090309,0.19999999999998863,0.0,0.4,1.0,7593800
43,0.07046252673440678,0.07136922766584686,0.07479761311234179,0.0720392359436215,0.19999999999998863,0.0,0.43333333333333335,1.0,6589700
44,0.07705802224562519,0.07900406820894834,0.08097513578015736,0.07909368698499675,0.19999999999998863,0.0,0.4666666666666667,1.0,6510000
45,0.07755892015480947,0.07684643717360573,0.080474152283188,0.07718485042550216,0.19999999999998863,0.0,0.5,1.0,6069100
